,gene,pvalue,pvaladj_BH,reject_BH,pvaladj_B,reject_B
55,ENSG00000005007,0.9372504424073276,0.9496339592251177,False,12606.018450378557,False
56,ENSG00000005022,2.3454019178105325e-13,4.2744791049528e-12,True,3.1545655794551663e-09,True
57,ENSG00000005059,0.21890726675774078,0.29363745266696056,False,2944.3027378916136,False
58,ENSG00000005073,0.946908106909504,0.957515528000363,False,12735.91403793283,False
59,ENSG00000005075,0.014770072209684763,0.030929078502298,False,198.65747122026005,False
60,ENSG00000005100,0.037263026785799916,0.0673515414617917,False,501.18771026900885,False
61,ENSG00000005156,0.003026683157838086,0.007991536802693808,True,40.708888472922254,False
62,ENSG00000005175,0.00043779152619687187,0.0014843196438991497,True,5.888296027347927,False
63,ENSG00000005187,0.8300763001185479,0.8608625365559773,False,11164.526236594469,False
64,ENSG00000005189,1.723263657027377e-10,2.0367219847994923e-09,True,2.317789618701822e-06,True
65,ENSG00000005194,0.002128756038130675,0.005879884133319188,True,28.631768712857582,False
66,ENSG00000005206,1.4298739446188224e-05,7.016346061701263e-05,True,0.1923180455512316,False
67,ENSG00000005238,3.361962695731964e-08,2.8103417189306973e-07,True,0.00045218398257594914,True
68,ENSG00000005243,0.0014395167891259057,0.004187175781518908,True,19.361500813743433,False
69,ENSG00000005249,0.5084795852918125,0.5818880054242284,False,6839.050422174878,False
70,ENSG00000005302,0.15378049472318164,0.21974682453662656,False,2068.347654026793,False
71,ENSG00000005339,5.83779264560968e-06,3.1407324433380076e-05,True,0.07851831108345018,False
72,ENSG00000005436,0.0390444441549354,0.07013191424731319,False,525.1477738838812,False
73,ENSG00000005448,1.8347871688836746e-06,1.1101163932292138e-05,True,0.024677887421485422,False
74,ENSG00000005469,3.7419508264821515e-05,0.00016681882206226364,True,0.5032923861618493,False
75,ENSG00000005471,0.6977042996240894,0.7512106011802756,False,9384.122829944003,False
76,ENSG00000005483,0.3610000608581052,0.4418062619237047,False,4855.450818541515,False
77,ENSG00000005486,1.5920452557302238e-06,9.72876360271309e-06,True,0.021413008689571512,False
78,ENSG00000005700,0.1305350591524878,0.19198431335166333,False,1755.6965456009611,False
79,ENSG00000005801,0.16707830649693886,0.23565470033387453,False,2247.203222383828,False
80,ENSG00000005810,0.01699990423225739,0.03478075934345329,False,228.6487119238619,False
81,ENSG00000005812,0.5279399297122805,0.599881055557166,False,7100.792054630173,False
82,ENSG00000005882,0.4467492056953315,0.5241431277566476,False,6008.776816602209,False
83,ENSG00000005884,0.10359560837549309,0.15795952076299535,False,1393.360932650382,False
84,ENSG00000005889,0.09562223780706532,0.1476939708894153,False,1286.1190985050284,False
85,ENSG00000005893,0.012081200253734476,0.026119939465154913,False,162.4921434127287,False
86,ENSG00000006007,0.7125250394071014,0.7628739743681701,False,9583.461780025515,False
87,ENSG00000006015,1.4270639414838034e-06,8.83295444682796e-06,True,0.019194010012957157,False
88,ENSG00000006016,0.5151181548887183,0.5880943199434056,False,6928.339183253261,False
89,ENSG00000006025,0.4001612102366479,0.480422054599921,False,5382.168277682915,False
90,ENSG00000006042,0.0001435921632001671,0.00055481602845224,True,1.9313145950422472,False
91,ENSG00000006047,0.552649261498145,0.6223840381101943,False,7433.13256715005,False
92,ENSG00000006062,0.05722294241065771,0.09648346188082564,False,769.6485754233462,False
93,ENSG00000006118,0.007038754836322694,0.016496123462021298,False,94.67125254854024,False
94,ENSG00000006125,0.0002198277041171357,0.0008073955817519047,True,2.9566826203754752,False
95,ENSG00000006194,0.06423787552355588,0.10622073098006227,False,863.9994257918265,False
96,ENSG00000006210,0.050019632263116995,0.08621864077136018,False,672.7640539389236,False
97,ENSG00000006282,2.1331388802856616e-05,0.000100846108751642,True,0.2869071793984215,False
98,ENSG00000006283,0.03131503712694692,0.058231335456579034,False,421.1872493574361,False
99,ENSG00000006327,2.1778647836871504e-26,1.343682630302393e-24,True,2.9292281340592175e-22,True
100,ENSG00000006432,0.01787506464960892,0.036333628462632606,False,240.41961953723995,False
101,ENSG00000006451,0.2758455636511669,0.35466234882976727,False,3710.122831108195,False
102,ENSG00000006453,0.008628251386156872,0.019649505781207235,False,116.04998114380993,False
103,ENSG00000006459,0.036170277434753095,0.0656975329503618,False,486.49023149742914,False
104,ENSG00000006468,0.1508296162691578,0.21622770235159766,False,2028.6583388201725,False
105,ENSG00000006530,0.0767017111599134,0.12306310570211561,False,1031.6380151008352,False
106,ENSG00000006534,0.09487295097768352,0.14673886737003716,False,1276.0411906498432,False
107,ENSG00000006576,0.00020337115894093373,0.0007520874588274837,True,2.7353420877555585,False
108,ENSG00000006606,0.24223241905800663,0.31919526171550794,False,3258.026036330189,False
109,ENSG00000006607,0.3030368780413013,0.38310424002777543,False,4075.8460096555027,False
110,ENSG00000006625,4.02963279288536e-16,9.91722221763107e-15,True,5.419856106430809e-12,True
111,ENSG00000006634,3.5054963342223627e-25,1.9483027146814372e-23,True,4.714892569529078e-21,True
112,ENSG00000006638,0.013674243568585582,0.02903671866079509,False,183.91857599747607,False
113,ENSG00000006652,0.0003773414789077277,0.0013055081640112214,True,5.075242891308938,False
114,ENSG00000006695,0.015324622826930328,0.0318769219026002,False,206.1161770222129,False
115,ENSG00000006704,7.160642198359178e-05,0.00029743865833209063,True,0.9631063756793095,False
116,ENSG00000006712,0.0004502401965033893,0.0015215403625554237,True,6.055730642970587,False
117,ENSG00000006715,0.05146610342010572,0.0882593735335651,False,692.2190910004219,False
118,ENSG00000006740,1.2688851522539134e-05,6.288321775171384e-05,True,0.17066505297815135,False
119,ENSG00000006744,0.8227340666651201,0.8546715171607886,False,11065.773196645865,False
120,ENSG00000006747,0.008870482754602763,0.020095296575201753,False,119.30799304940716,False
121,ENSG00000006757,0.78439261845904,0.8236459300705822,False,10550.080718274088,False
122,ENSG00000006788,0.02553830458685972,0.049217681142465,False,343.4901966932632,False
123,ENSG00000006831,0.49195571111416714,0.5668469386177973,False,6616.804314485548,False
124,ENSG00000006837,0.014481422361342306,0.03043361418125844,False,194.77513076005403,False
125,ENSG00000007001,1.9583696906735305e-05,9.327221083413238e-05,True,0.26340072339558984,False
126,ENSG00000007047,0.02565640171955076,0.04941695591120689,False,345.07860312795776,False
127,ENSG00000007080,0.0671390872830763,0.11016478272018741,False,903.0207239573762,False
128,ENSG00000007168,0.3030212204932291,0.38310424002777543,False,4075.6354156339316,False
129,ENSG00000007202,0.342109449952003,0.42303687614732377,False,4601.37210185444,False
130,ENSG00000007237,5.571353469678634e-05,0.0002384177669970653,True,0.7493470416717762,False
131,ENSG00000007255,0.04392511828908088,0.07730866801729101,False,590.7928409881379,False
132,ENSG00000007341,0.6540220752812349,0.7141254191047742,False,8796.59691253261,False
133,ENSG00000007376,0.2512646660804741,0.3290021182615242,False,3379.5097587823766,False
134,ENSG00000007384,2.6320439636588844e-05,0.00012182034174539572,True,0.35400991311211993,False
135,ENSG00000007392,0.2773985571377946,0.35615749990347306,False,3731.0105935033375,False
136,ENSG00000007516,0.4995233079520647,0.5737969503762295,False,6718.58849195527,False
137,ENSG00000007520,0.0007367974508557213,0.0023384986323504277,True,9.909925714009452,False
138,ENSG00000007541,0.017115723822375646,0.03499110585361794,False,230.20648541095244,False
139,ENSG00000007545,0.11210274722912274,0.16901490306374853,False,1507.7819502317009,False
140,ENSG00000007866,0.00017858339040106798,0.0006699990518533792,True,2.401946600894364,False
141,ENSG00000007923,0.20150232307449994,0.2745346682893055,False,2710.2062453520243,False
142,ENSG00000007944,1.1152029123119871e-05,5.6156792102569173e-05,True,0.14999479170596228,False
143,ENSG00000007968,3.509873125493678e-34,3.371985252706427e-32,True,4.7207793537889975e-30,True
144,ENSG00000008018,0.10294921766373173,0.1571342462071257,False,1384.6669775771918,False
145,ENSG00000008083,2.903776839879291e-06,1.6633645015492533e-05,True,0.03905579849637646,False
146,ENSG00000008086,0.4167012453421991,0.4956780534051984,False,5604.631749852578,False
147,ENSG00000008128,0.11436592168296188,0.17198363669899788,False,1538.2216466358373,False
148,ENSG00000008130,0.1614511816821964,0.2288585287444343,False,2171.5183936255416,False
149,ENSG00000008256,5.190684431638304e-11,6.712952462070691e-10,True,6.981470560553519e-07,True
150,ENSG00000008277,0.13274731138118573,0.19466325098963674,False,1785.451338076948,False
151,ENSG00000008282,0.000741989415074094,0.0023514980284511226,True,9.979757632746564,False
152,ENSG00000008283,1.0616425765029395e-12,1.793855861050821e-11,True,1.4279092653964537e-08,True
153,ENSG00000008294,0.38356022179322824,0.464429688793565,False,5158.88498311892,False
154,ENSG00000008300,0.2542693340507657,0.33210140953692036,False,3419.9225429827984,False
155,ENSG00000008311,0.022396197181153866,0.04402643263468569,False,301.2288520865195,False
156,ENSG00000008324,2.576914149625361e-05,0.0001195155010774521,True,0.3465949531246111,False
157,ENSG00000008382,0.6035573410803421,0.6689613710367204,False,8117.846237530601,False
158,ENSG00000008394,0.02922255264671931,0.055048085868119705,False,393.0433330983747,False
159,ENSG00000008405,0.00023207427905808602,0.0008475153552352042,True,3.121399053331257,False
160,ENSG00000008441,0.002893614284064097,0.007697609201080322,True,38.919112120662106,False
161,ENSG00000008513,4.738473840135063e-06,2.5907509410494552e-05,True,0.0637324731498166,False
162,ENSG00000008516,0.13337795348250092,0.1954175897973461,False,1793.9334743396373,False
163,ENSG00000008517,0.925117856442806,0.9393654815911022,False,12442.83516915574,False
164,ENSG00000008710,0.03440830038957183,0.06298198696784718,False,462.7916402397411,False
165,ENSG00000008838,0.6023715198616459,0.6678671949665435,False,8101.8969421391375,False
166,ENSG00000008853,0.14800137216449916,0.21310549787094676,False,1990.6184556125136,False
167,ENSG00000008869,0.31029939389087846,0.39059782224823747,False,4173.526847832315,False
168,ENSG00000008952,1.0063453722026515e-10,1.2361045896005171e-09,True,1.3535345256125662e-06,True
169,ENSG00000008988,4.02332562492341e-09,3.904309498933613e-08,True,5.411372965521987e-05,True
170,ENSG00000009307,0.038485158560372545,0.06926607555693975,False,517.6253826370107,False
171,ENSG00000009335,0.005809362088991315,0.014002853063966522,False,78.13592009693319,False
172,ENSG00000009413,0.2148192566283533,0.28942392083054713,False,2889.3190016513518,False
173,ENSG00000009709,0.021310596633949516,0.04222562238164717,False,286.627524726621,False
174,ENSG00000009780,0.007216105231514081,0.01685608025061547,False,97.0566153638644,False
175,ENSG00000009830,0.4810206604388555,0.5568231244429475,False,6469.727882902606,False
176,ENSG00000009844,0.003633822869087681,0.009364805056376569,True,48.874917589229305,False
177,ENSG00000009954,6.346488529537122e-13,1.105702988630496e-11,True,8.536027072227429e-09,True
178,ENSG00000010017,0.0012019774098531158,0.0035854061127798638,True,16.166596162524407,False
179,ENSG00000010072,7.324958631310269e-09,6.822762714066698e-08,True,9.852069359112312e-05,True
180,ENSG00000010165,5.748243739078482e-08,4.624035782930956e-07,True,0.0007731387829060558,True
181,ENSG00000010219,0.4123444326308273,0.4916295311197286,False,5546.0326188846275,False
182,ENSG00000010244,3.5036806720329543e-09,3.4297310799740344e-08,True,4.7124505038843236e-05,True
183,ENSG00000010256,1.6863479619724125e-09,1.7261324268286872e-08,True,2.2681380088528948e-05,True
184,ENSG00000010270,1.0126540644574629e-07,7.791874809469609e-07,True,0.0013620197166952877,True
185,ENSG00000010278,1.4102246327525629e-05,6.935108340227411e-05,True,0.1896752131052197,False
186,ENSG00000010292,1.0580725829456153e-26,6.712771811612513e-25,True,1.4231076240618525e-22,True
187,ENSG00000010295,0.4945755319644841,0.5693238358255286,False,6652.040904922312,False
188,ENSG00000010318,0.13239185363229353,0.19429028165350223,False,1780.670431354348,False
189,ENSG00000010322,0.0007193801229008175,0.0022895557626635104,True,9.675662653015996,False
190,ENSG00000010404,0.26148245610235055,0.3399319306293672,False,3516.9390345766146,False
191,ENSG00000010539,0.029612942164239545,0.055705464630632424,False,398.2940721090219,False
192,ENSG00000010626,0.013888891838234775,0.029423464335159567,False,186.80559522425773,False
193,ENSG00000010704,0.032990357357747045,0.060825264765140205,False,443.72030646169776,False
194,ENSG00000010803,3.021517961895339e-06,1.7227391516529167e-05,True,0.04063941658749231,False
195,ENSG00000010810,0.9582834647810453,0.9664026843596806,False,12888.912601305059,False
196,ENSG00000010818,0.26570987964207143,0.3444624463793601,False,3573.7978811858607,False
197,ENSG00000011007,1.5748346939675813e-10,1.8728140259826673e-09,True,2.1181526633863968e-06,True
198,ENSG00000011009,1.1009543270063325e-07,8.427908763935784e-07,True,0.0014807835698235172,True
199,ENSG00000011021,0.0003213842916223823,0.001133652956286662,True,4.322618722321042,False
200,ENSG00000011028,0.13153493905887964,0.1931865855654444,False,1769.144930341931,False
201,ENSG00000011052,0.6267944178494818,0.6902230980903495,False,8430.38492007553,False
202,ENSG00000011105,0.1692711783517523,0.23822301442200147,False,2276.697348831068,False
203,ENSG00000011114,0.007838367018039354,0.01810821648791297,False,105.4260363926293,False
204,ENSG00000011132,0.011159850227517738,0.0244422708940097,False,150.09998556011357,False
205,ENSG00000011143,0.8124978547835321,0.8467454011187437,False,10928.096146838507,False
206,ENSG00000011198,2.0570367976790187e-05,9.751031740415697e-05,True,0.276671449287828,False
207,ENSG00000011201,0.2861540736483872,0.3654013377547525,False,3848.772290570808,False
208,ENSG00000011243,0.00042290668103263184,0.0014396595443910145,True,5.688094859888898,False
209,ENSG00000011258,0.7941674538428,0.8317670342770331,False,10681.552254185659,False
210,ENSG00000011260,0.28325216765075906,0.36245282607770046,False,3809.7416549027093,False
211,ENSG00000011275,9.602170421409074e-12,1.3946996994379272e-10,True,1.2914919216795204e-07,True
212,ENSG00000011295,0.13678651809825687,0.19956379959014586,False,1839.7786684215548,False
213,ENSG00000011304,8.444821800320307e-06,4.361834050823826e-05,True,0.11358285321430812,False
214,ENSG00000011332,0.32337521651226153,0.4036937685251455,False,4349.396662089917,False
215,ENSG00000011347,0.0714188547689929,0.11602652453713667,False,960.5835966429545,False
216,ENSG00000011376,0.4568460952359775,0.5335073858137044,False,6144.579980923898,False
217,ENSG00000011405,0.2533896772977173,0.3312363844546892,False,3408.0911596542974,False
218,ENSG00000011422,1.134014606152451e-07,8.666191166335493e-07,True,0.0015252496452750467,True
219,ENSG00000011426,3.1953643118573447e-24,1.5858911437077966e-22,True,4.2977649994481286e-20,True
220,ENSG00000011451,0.002450432078681697,0.00663011697008023,True,32.958311458268824,False
221,ENSG00000011454,0.24574229132892592,0.3229975391746363,False,3305.2338183740535,False
222,ENSG00000011478,0.7277408214884737,0.7758492429470492,False,9788.114049019972,False
223,ENSG00000011485,1.8044094589150765e-08,1.5759290404160895e-07,True,0.00024269307222407778,True
224,ENSG00000011523,0.17484421592518917,0.24458187251105507,False,2351.6547041937943,False
225,ENSG00000011566,0.010786151626012189,0.023751430807115902,False,145.07373936986394,False
226,ENSG00000011638,8.536725705372607e-06,4.400880058921486e-05,True,0.11481896073726156,False
227,ENSG00000011677,0.280419146697696,0.35947460783762447,False,3771.6375230840113,False
228,ENSG00000012048,2.0677751744753487e-37,2.461201424486145e-35,True,2.781157609669344e-33,True
229,ENSG00000012061,0.013288532931398981,0.028392496890757155,False,178.7307679273163,False
230,ENSG00000012124,0.09245042408682963,0.14361956617785382,False,1243.4582039678585,False
231,ENSG00000012171,0.03206430623189392,0.059402881380023864,False,431.26491881897323,False
232,ENSG00000012174,0.04400155775655622,0.07742293979927801,False,591.8209518256812,False
233,ENSG00000012211,0.09646708140655155,0.14874266249204612,False,1297.4822449181183,False
234,ENSG00000012223,0.46324588274580747,0.5391707444557902,False,6230.65712293111,False
235,ENSG00000012232,0.0002408310712686488,0.0008764009492866142,True,3.2391779085633265,False
236,ENSG00000012660,0.00475455827097128,0.011786739903881547,False,63.94880874456371,False
237,ENSG00000012779,0.11553731671524267,0.17353175989056546,False,1553.976909820014,False
238,ENSG00000012822,0.3219587281451881,0.4023362346513779,False,4330.34489355278,False
239,ENSG00000012963,8.222549156157266e-10,8.77028438939851e-09,True,1.1059328615031522e-05,True
240,ENSG00000012983,0.0004000841038979225,0.0013713382256440002,True,5.381131197427058,False
241,ENSG00000013016,0.0020223911092476844,0.005625886332860673,True,27.201160419381356,False
242,ENSG00000013275,0.00010974324067840027,0.0004369587291665138,True,1.4760465871244837,False
243,ENSG00000013288,0.7535072642684248,0.7969389560753569,False,10134.672704410314,False
244,ENSG00000013306,0.0038084776530425525,0.00974025944731362,True,51.22402443342233,False
245,ENSG00000013364,0.04628439338483115,0.08074255395927095,False,622.525091025979,False
246,ENSG00000013374,0.2531328712106896,0.3309971920847536,False,3404.6371177837755,False
247,ENSG00000013375,0.05529531368887779,0.093691354133964,False,743.7219691154062,False
248,ENSG00000013392,8.607697658997876e-06,4.4306748378691705e-05,True,0.11577353351352143,False
249,ENSG00000013441,0.000599874495833881,0.001957377964329379,True,8.0683119689657,False
250,ENSG00000013503,1.8394226688295452e-09,1.8728414001330345e-08,True,2.4740234895757383e-05,True
251,ENSG00000013523,0.16572413192575997,0.23394097128478922,False,2228.9895744014716,False
252,ENSG00000013561,0.16811182728294205,0.2368392245685106,False,2261.1040769555707,False
253,ENSG00000013563,0.08168893136574126,0.12962672568065362,False,1098.71612686922,False
254,ENSG00000013573,1.438583783203419e-20,5.345014332620437e-19,True,1.9348951884085984e-16,True
255,ENSG00000013583,0.6030518225531876,0.6685112514085859,False,8111.047013340372,False
256,ENSG00000013588,5.441803439218081e-20,1.8912727715111937e-18,True,7.319225625748318e-16,True
257,ENSG00000013619,1.5413145983246518e-06,9.453115069524199e-06,True,0.020730681347466567,False
258,ENSG00000013810,6.332513697720477e-15,1.389434082126271e-13,True,8.517230923434042e-11,True
259,ENSG00000014123,0.39847582073661064,0.4788260331374442,False,5359.499788907413,False
260,ENSG00000014138,4.052510082818725e-43,6.412501248695512e-41,True,5.450626061391185e-39,True
261,ENSG00000014164,0.07809373354544792,0.12487940984261972,False,1050.3607161862744,False
262,ENSG00000014216,0.006403692311610655,0.015206508049287306,False,86.12966159116331,False
263,ENSG00000014641,0.0723036296651152,0.11718084335411487,False,972.4838189957993,False
264,ENSG00000014824,0.5911993518175844,0.6572682494582998,False,7951.63128194651,False
265,ENSG00000014914,1.5656078888038077e-05,7.623977590300946e-05,True,0.21057426104411214,False
266,ENSG00000014919,0.33797888945877974,0.4190464660048477,False,4545.816063220587,False
267,ENSG00000015153,0.53439904194081,0.6060938623917611,False,7187.667114103894,False
268,ENSG00000015171,0.16637715382829582,0.2348059271490391,False,2237.7727189905786,False
269,ENSG00000015475,0.022341156002482463,0.0439374979139332,False,300.4885482333891,False
270,ENSG00000015479,0.00032073789381150845,0.0011316696410715605,True,4.313924671764789,False
271,ENSG00000015532,0.008569828479167508,0.019539615705170873,False,115.26419304480298,False
272,ENSG00000015568,0.39694753522080733,0.4773734217381848,False,5338.944348719859,False
273,ENSG00000015676,2.3870564186106494e-05,0.00011140148796083705,True,0.32105908830313235,False
274,ENSG00000016391,0.05065591438167513,0.08711444168693652,False,681.3220484335305,False
275,ENSG00000016864,0.6551415640119427,0.7151736089571162,False,8811.65403596063,False
276,ENSG00000017260,0.002255660786899866,0.006187770259800775,True,30.338637583803198,False
277,ENSG00000017427,0.2990398770000317,0.3789773245689651,False,4022.0863456504267,False
278,ENSG00000017797,2.153569143752372e-07,1.556448413942472e-06,True,0.0028965504983469404,True
279,ENSG00000018189,0.005867356379189883,0.014112293150948486,False,78.91594330010393,False
280,ENSG00000018236,0.7753152045417838,0.815684241028007,False,10427.989501086993,False
281,ENSG00000018408,0.022742537028886244,0.044570468168223805,False,305.88712303852,False
282,ENSG00000018510,0.018273314375512793,0.03704236297673656,False,245.77607835064708,False
283,ENSG00000018610,0.02999638366746046,0.05626936685179124,False,403.4513603273432,False
284,ENSG00000018699,0.46271855090121716,0.5386968328244932,False,6223.564509621371,False
285,ENSG00000018869,0.21299884866041674,0.2874608182302434,False,2864.8345144826053,False
286,ENSG00000019144,0.20402422724204664,0.2773244928151114,False,2744.1258564055274,False
287,ENSG00000019169,0.8195916731648447,0.8522891606670142,False,11023.508004067162,False
288,ENSG00000019186,1.3745783815167432e-17,3.925282214734649e-16,True,1.8488079231400196e-13,True
289,ENSG00000019485,0.5068264175643025,0.5806486640749462,False,6816.8153162398685,False
290,ENSG00000019549,0.08817456448003268,0.13819015290799808,False,1185.9478922564394,False
291,ENSG00000019995,0.00018108344990645604,0.00067767735148632,True,2.4355724012418336,False
292,ENSG00000020129,0.0002703139123832191,0.0009710796264835194,True,3.6357221215542967,False
293,ENSG00000020181,0.09259865292639359,0.14376681078840975,False,1245.4518818599938,False
294,ENSG00000020256,0.14802823110569766,0.21312135606632773,False,1990.9797083716335,False
295,ENSG00000020426,0.016627843129426757,0.03413817353421598,False,223.64449009078987,False
296,ENSG00000020577,2.5410465669544123e-05,0.00011797402942884655,True,0.3417707632553684,False
297,ENSG00000020922,4.476872068199461e-05,0.00019569037802171838,True,0.6021392931728274,False
298,ENSG00000021300,0.06967144610808419,0.11361311228827987,False,937.0809501537324,False
299,ENSG00000021355,0.1999048340517989,0.27277265070474743,False,2688.7200179966953,False
300,ENSG00000021574,0.458819783727597,0.5353162813268719,False,6171.12609113618,False
301,ENSG00000021645,2.5474679909043663e-13,4.623946623166495e-12,True,3.4263444477663726e-09,True
302,ENSG00000021762,0.8239717930861865,0.8557853758308269,False,11082.42061700921,False
303,ENSG00000021776,0.33865475437191717,0.4197296762165763,False,4554.906446302286,False
304,ENSG00000021826,0.043215495964525626,0.07620931175073682,False,581.2484207228697,False
305,ENSG00000022267,0.05872629961022041,0.09853651818331642,False,789.8687297574645,False
306,ENSG00000022277,0.09420839984688989,0.14586197512842972,False,1267.102977940669,False
307,ENSG00000022567,0.013733446276290463,0.029153227969713813,False,184.7148524161067,False
308,ENSG00000022840,0.18007061775068017,0.25051197856295493,False,2421.949808746648,False
309,ENSG00000022976,0.00034636291918705906,0.0012121692767620364,True,4.658581263065944,False
310,ENSG00000023041,1.2756004735502765e-06,7.950336593721603e-06,True,0.01715682636925122,False
311,ENSG00000023171,0.00015452325313815627,0.0005912767438714657,True,2.0783377547082016,False
312,ENSG00000023191,0.7899687683468177,0.8282079612023305,False,10625.079934264699,False
313,ENSG00000023228,8.308438078407983e-07,5.357070573086643e-06,True,0.011174849215458737,False
314,ENSG00000023287,0.3152151343402615,0.3957844993349997,False,4239.643556876517,False
315,ENSG00000023318,0.807118455998421,0.842444764331737,False,10855.743233178762,False
316,ENSG00000023330,0.0007627905255849155,0.0024094721862651745,True,10.259532569117113,False
317,ENSG00000023445,0.0002624876389824776,0.000945489754770842,True,3.530458744314324,False
318,ENSG00000023516,0.00022472168647322597,0.0008237118238165415,True,3.0225066830648895,False
319,ENSG00000023572,4.280169901883987e-05,0.00018819315194619032,True,0.5756828518033962,False
320,ENSG00000023608,5.167970275009698e-13,9.098062853256601e-12,True,6.950920019888043e-09,True
321,ENSG00000023697,1.4166306837716837e-12,2.3378751775127785e-11,True,1.9053682696729145e-08,True
322,ENSG00000023734,9.9245759728209e-05,0.00039870235016260786,True,1.3348554683444112,False
